accuracy,precision,recall,f1,mcc
0.8,0.7393162393162394,0.7479166666666667,0.7245836516424752,0.722280688360636
0.8333333333333334,0.8666666666666668,0.80625,0.8155663780663781,0.7724273494610429
0.7666666666666667,0.7452380952380953,0.7645833333333334,0.7522727272727273,0.6754690958620643
0.8666666666666667,0.855654761904762,0.90625,0.8686417748917749,0.8279324681705781
0.9,0.9318181818181819,0.8791666666666667,0.8871567505720823,0.8689661930065092
0.9,0.9226190476190477,0.8875,0.8945498945498945,0.8650496397039887
0.7666666666666667,0.7726190476190476,0.7166666666666667,0.7370370370370369,0.6704086429284523
0.7666666666666667,0.8701298701298701,0.7083333333333333,0.7047650417215634,0.6984034341757229
0.7666666666666667,0.8348039215686275,0.725,0.730872575700162,0.6857442870739595
0.4,0.5071428571428571,0.3708333333333333,0.3606060606060606,0.160877253159479
